A,B,DIST,FACTYPE,LINKGRP,CSPEEDAM,CSPEEDMD,CSPEEDPM,CSPEEDNT,NOTE
300406.0,300405.0,0.18004435016935957,65,22,15,15,15,15,BUS
300406.0,300407.0,0.19231561498798297,65,22,15,15,15,15,BUS
300407.0,300406.0,0.19231561498798294,65,22,15,15,15,15,BUS
300407.0,300408.0,0.1218437870053431,65,22,15,15,15,15,BUS
300408.0,300407.0,0.12184378700534308,65,22,15,15,15,15,BUS
300408.0,300409.0,0.14585558954943392,65,22,15,15,15,15,BUS
300409.0,300408.0,0.14585558954943398,65,22,15,15,15,15,BUS
300409.0,300410.0,0.15860679129660432,65,22,15,15,15,15,BUS
300410.0,300409.0,0.15860679129660424,65,22,15,15,15,15,BUS
300410.0,100728.0,0.06758559386231328,65,22,15,15,15,15,BUS
100728.0,300410.0,0.06758559386231328,65,22,15,15,15,15,BUS
102585.0,300411.0,0.07462308456473295,65,22,15,15,15,15,BUS
300411.0,102585.0,0.07462308456473295,65,22,15,15,15,15,BUS
300411.0,300412.0,0.11045704548011946,65,22,15,15,15,15,BUS
300412.0,300411.0,0.11045704548011945,65,22,15,15,15,15,BUS
101561.0,300413.0,0.038409639754070496,65,22,15,15,15,15,BUS
300413.0,101561.0,0.038409639754070496,65,22,15,15,15,15,BUS
300413.0,300414.0,0.5852609352599566,65,22,15,15,15,15,BUS
300414.0,300413.0,0.5852609352599569,65,22,15,15,15,15,BUS
300414.0,300415.0,0.09335582975684811,65,22,15,15,15,15,BUS
300415.0,300414.0,0.09335582975684811,65,22,15,15,15,15,BUS
300415.0,300416.0,0.21052941794429153,65,22,15,15,15,15,BUS
300416.0,300415.0,0.21052941794429142,65,22,15,15,15,15,BUS
300416.0,104254.0,0.42140432982177467,65,22,15,15,15,15,BUS
104254.0,300416.0,0.42140432982177434,65,22,15,15,15,15,BUS
107281.0,300402.0,0.04124094058526931,65,22,15,15,15,15,BUS
300402.0,107281.0,0.04124094058526931,65,22,15,15,15,15,BUS
104477.0,300417.0,0.3090954614403453,65,22,15,15,15,15,BUS
300417.0,104477.0,0.3090954614403452,65,22,15,15,15,15,BUS
300417.0,300418.0,0.18258288329827374,65,22,15,15,15,15,BUS
300418.0,300417.0,0.1825828832982738,65,22,15,15,15,15,BUS
300418.0,300419.0,0.16223305796324614,65,22,15,15,15,15,BUS
300419.0,300418.0,0.1622330579632461,65,22,15,15,15,15,BUS
300419.0,105551.0,0.20768604621322456,65,22,15,15,15,15,BUS
105551.0,300419.0,0.20768604621322456,65,22,15,15,15,15,BUS
101527.0,300420.0,0.24042852451117824,65,22,15,15,15,15,BUS
300420.0,101527.0,0.24042852451117824,65,22,15,15,15,15,BUS
300420.0,300421.0,0.16895237173191532,65,22,15,15,15,15,BUS
300421.0,300420.0,0.16895237173191527,65,22,15,15,15,15,BUS
300421.0,300422.0,0.5119448468142841,65,22,15,15,15,15,BUS
300422.0,300421.0,0.5119448468142843,65,22,15,15,15,15,BUS
300422.0,107405.0,0.1793833265567975,65,22,15,15,15,15,BUS
107405.0,300422.0,0.17938332655679756,65,22,15,15,15,15,BUS
103642.0,300344.0,0.11253444231763046,65,22,15,15,15,15,BUS
300344.0,103642.0,0.11253444231763045,65,22,15,15,15,15,BUS
103479.0,300305.0,0.4369855900356348,65,22,15,15,15,15,BUS
300305.0,103479.0,0.43698559003563475,65,22,15,15,15,15,BUS
300398.0,103479.0,0.11698832745037563,65,22,15,15,15,15,BUS
103479.0,300398.0,0.11698832745037563,65,22,15,15,15,15,BUS
300423.0,300424.0,0.00568181818181727,65,22,15,15,15,15,BUS
300424.0,300423.0,0.00568181818181727,65,22,15,15,15,15,BUS
300424.0,103355.0,0.10939440364608055,65,22,15,15,15,15,BUS
103355.0,300424.0,0.10939440364608052,65,22,15,15,15,15,BUS
103433.0,300389.0,0.041841759458428565,65,22,15,15,15,15,BUS
300389.0,103433.0,0.041841759458428565,65,22,15,15,15,15,BUS
106851.0,103597.0,0.2884617390327153,65,22,15,15,15,15,BUS
103597.0,106851.0,0.2884617390327155,65,22,15,15,15,15,BUS
104024.0,101064.0,0.10748769353651767,65,22,15,15,15,15,BUS
101064.0,104024.0,0.10748769353651767,65,22,15,15,15,15,BUS
101064.0,103874.0,0.1845918969982921,65,22,15,15,15,15,BUS
103874.0,101064.0,0.18459189699829207,65,22,15,15,15,15,BUS
101064.0,300425.0,0.031998451027739516,65,22,15,15,15,15,BUS
300425.0,101064.0,0.031998451027739516,65,22,15,15,15,15,BUS
103357.0,300426.0,0.0581907730390098,65,22,15,15,15,15,BUS
300426.0,103357.0,0.0581907730390098,65,22,15,15,15,15,BUS
300426.0,300427.0,0.2545761479140449,65,22,15,15,15,15,BUS
300427.0,300426.0,0.2545761479140449,65,22,15,15,15,15,BUS
300427.0,300423.0,0.31789740353615087,65,22,15,15,15,15,BUS
300423.0,300427.0,0.31789740353615087,65,22,15,15,15,15,BUS
300294.0,300394.0,0.06117740043044438,65,22,15,15,15,15,BUS
300394.0,300294.0,0.06117740043044438,65,22,15,15,15,15,BUS
300298.0,101101.0,0.28548510166562635,65,22,15,15,15,15,BUS
101101.0,300298.0,0.2854851016656265,65,22,15,15,15,15,BUS
102026.0,300428.0,0.1754206327115435,65,22,15,15,15,15,BUS
300428.0,102026.0,0.17542063271154348,65,22,15,15,15,15,BUS
300428.0,300429.0,0.15376694901502921,65,22,15,15,15,15,BUS
300429.0,300428.0,0.15376694901502924,65,22,15,15,15,15,BUS
300429.0,300430.0,0.06403283794946903,65,22,15,15,15,15,BUS
300430.0,300429.0,0.06403283794946903,65,22,15,15,15,15,BUS
102644.0,300431.0,0.30901765353442445,65,22,15,15,15,15,BUS
300431.0,102644.0,0.3090176535344245,65,22,15,15,15,15,BUS
300431.0,300432.0,0.09669705113726008,65,22,15,15,15,15,BUS
300432.0,300431.0,0.0966970511372601,65,22,15,15,15,15,BUS
300432.0,300433.0,0.13889516871127472,65,22,15,15,15,15,BUS
300433.0,300432.0,0.13889516871127472,65,22,15,15,15,15,BUS
300434.0,300435.0,0.06813905211271924,65,22,15,15,15,15,BUS
300435.0,300434.0,0.06813905211271924,65,22,15,15,15,15,BUS
300435.0,300436.0,0.15658163960868612,65,22,15,15,15,15,BUS
300436.0,300435.0,0.15658163960868604,65,22,15,15,15,15,BUS
300436.0,101814.0,0.21187786541640166,65,22,15,15,15,15,BUS
101814.0,300436.0,0.2118778654164016,65,22,15,15,15,15,BUS
106980.0,103587.0,0.296604109587866,65,22,15,15,15,15,BUS
103587.0,106980.0,0.29660410958786587,65,22,15,15,15,15,BUS
103157.0,300437.0,0.1738436061339468,65,22,15,15,15,15,BUS
300437.0,103157.0,0.17384360613394687,65,22,15,15,15,15,BUS
300437.0,300438.0,0.20802764229209952,65,22,15,15,15,15,BUS
300438.0,300437.0,0.2080276422920995,65,22,15,15,15,15,BUS
300438.0,300439.0,0.18456236994976202,65,22,15,15,15,15,BUS
300439.0,300438.0,0.18456236994976202,65,22,15,15,15,15,BUS
300439.0,300440.0,0.13225995911666422,65,22,15,15,15,15,BUS
300440.0,300439.0,0.1322599591166642,65,22,15,15,15,15,BUS
300441.0,106809.0,0.08075788565481365,65,22,15,15,15,15,BUS
106809.0,300441.0,0.08075788565481365,65,22,15,15,15,15,BUS
102469.0,300442.0,0.2006965279458753,65,22,15,15,15,15,BUS
300442.0,102469.0,0.20069652794587536,65,22,15,15,15,15,BUS
300442.0,102002.0,0.1806068621142908,65,22,15,15,15,15,BUS
102002.0,300442.0,0.1806068621142908,65,22,15,15,15,15,BUS
102254.0,300443.0,0.264308968744217,65,22,15,15,15,15,BUS
300443.0,102254.0,0.26430896874421717,65,22,15,15,15,15,BUS
300443.0,300444.0,0.4572448139290782,65,22,15,15,15,15,BUS
300444.0,300443.0,0.45724481392907845,65,22,15,15,15,15,BUS
300444.0,300445.0,0.14843140539328697,65,22,15,15,15,15,BUS
300445.0,300444.0,0.148431405393287,65,22,15,15,15,15,BUS
107344.0,300446.0,0.11638944982521897,65,22,15,15,15,15,BUS
300446.0,107344.0,0.11638944982521897,65,22,15,15,15,15,BUS
300446.0,107341.0,0.13371330663002118,65,22,15,15,15,15,BUS
107341.0,300446.0,0.1337133066300212,65,22,15,15,15,15,BUS
107341.0,300447.0,0.23216360046835918,65,22,15,15,15,15,BUS
300447.0,107341.0,0.23216360046835913,65,22,15,15,15,15,BUS
300447.0,300444.0,0.291355784795817,65,22,15,15,15,15,BUS
300444.0,300447.0,0.2913557847958169,65,22,15,15,15,15,BUS
300448.0,102498.0,0.542356964640025,65,22,15,15,15,15,BUS
102498.0,300448.0,0.5423569646400253,65,22,15,15,15,15,BUS
100054.0,100049.0,0.10095276985546259,65,22,15,15,15,15,BUS
100049.0,100054.0,0.10095276985546259,65,22,15,15,15,15,BUS
300449.0,102254.0,0.21386885754882723,65,22,15,15,15,15,BUS
102254.0,300449.0,0.21386885754882728,65,22,15,15,15,15,BUS
102011.0,300450.0,0.37980242734964004,65,22,15,15,15,15,BUS
300450.0,102011.0,0.3798024273496401,65,22,15,15,15,15,BUS
300450.0,300451.0,0.2253020146933631,65,22,15,15,15,15,BUS
300451.0,300450.0,0.2253020146933631,65,22,15,15,15,15,BUS
300451.0,300452.0,0.1954930668376641,65,22,15,15,15,15,BUS
300452.0,300451.0,0.19549306683766404,65,22,15,15,15,15,BUS
300452.0,300453.0,0.1282248929910207,65,22,15,15,15,15,BUS
300453.0,300452.0,0.12822489299102072,65,22,15,15,15,15,BUS
300453.0,300454.0,0.16995657276088422,65,22,15,15,15,15,BUS
300454.0,300453.0,0.1699565727608842,65,22,15,15,15,15,BUS
300454.0,300455.0,0.23338016413358126,65,22,15,15,15,15,BUS
300455.0,300454.0,0.2333801641335813,65,22,15,15,15,15,BUS
300455.0,300456.0,0.12696699243510073,65,22,15,15,15,15,BUS
300456.0,300455.0,0.12696699243510076,65,22,15,15,15,15,BUS
100229.0,103205.0,12.80695994686283,65,22,15,15,15,15,BUS
103205.0,100229.0,12.80695994686288,65,22,15,15,15,15,BUS
107042.0,300457.0,0.19678602089259953,65,22,15,15,15,15,BUS
300457.0,107042.0,0.19678602089259947,65,22,15,15,15,15,BUS
104047.0,300458.0,0.2599901778730404,65,22,15,15,15,15,BUS
300458.0,104047.0,0.2599901778730404,65,22,15,15,15,15,BUS
300458.0,300457.0,8.196846867494179,65,22,15,15,15,15,BUS
300457.0,300458.0,8.19684686749413,65,22,15,15,15,15,BUS
300459.0,102183.0,0.19595749824459377,65,22,15,15,15,15,BUS
102183.0,300459.0,0.19595749824459371,65,22,15,15,15,15,BUS
300459.0,300460.0,8.301436218536473,65,22,15,15,15,15,BUS
300460.0,300459.0,8.301436218536471,65,22,15,15,15,15,BUS
101105.0,104052.0,0.18282143542466608,65,22,15,15,15,15,BUS
104052.0,101105.0,0.18282143542466617,65,22,15,15,15,15,BUS
300461.0,106201.0,0.22799738735914016,65,22,15,15,15,15,BUS
106201.0,300461.0,0.22799738735914016,65,22,15,15,15,15,BUS
100018.0,100340.0,0.4580214186345823,65,22,15,15,15,15,BUS
100340.0,100018.0,0.4580214186345819,65,22,15,15,15,15,BUS
100925.0,300462.0,0.2899384011645403,65,22,15,15,15,15,BUS
300462.0,100925.0,0.2899384011645404,65,22,15,15,15,15,BUS
300462.0,300463.0,0.32817312779893504,65,22,15,15,15,15,BUS
300463.0,300462.0,0.328173127798935,65,22,15,15,15,15,BUS
300463.0,300464.0,0.39949691909305296,65,22,15,15,15,15,BUS
300464.0,300463.0,0.3994969190930531,65,22,15,15,15,15,BUS
300464.0,300465.0,0.2618911966146908,65,22,15,15,15,15,BUS
300465.0,300464.0,0.2618911966146908,65,22,15,15,15,15,BUS
300465.0,300466.0,0.11701833503150029,65,22,15,15,15,15,BUS
300466.0,300465.0,0.11701833503150029,65,22,15,15,15,15,BUS
300331.0,300467.0,0.2824061017716164,65,22,15,15,15,15,BUS
300467.0,300331.0,0.28240610177161646,65,22,15,15,15,15,BUS
300467.0,300468.0,0.2852521495864875,65,22,15,15,15,15,BUS
300468.0,300467.0,0.28525214958648754,65,22,15,15,15,15,BUS
300468.0,103345.0,0.47213642201736056,65,22,15,15,15,15,BUS
103345.0,300468.0,0.47213642201736056,65,22,15,15,15,15,BUS
103370.0,300469.0,0.04550454722201546,65,22,15,15,15,15,BUS
300469.0,103370.0,0.04550454722201546,65,22,15,15,15,15,BUS
103345.0,300470.0,0.1916687430757432,65,22,15,15,15,15,BUS
300470.0,103345.0,0.1916687430757432,65,22,15,15,15,15,BUS
102434.0,300471.0,0.24879384998215148,65,22,15,15,15,15,BUS
300471.0,102434.0,0.24879384998215154,65,22,15,15,15,15,BUS
100065.0,300472.0,0.19191910555220598,65,22,15,15,15,15,BUS
300472.0,100065.0,0.191919105552206,65,22,15,15,15,15,BUS
300472.0,300473.0,0.3780051779705204,65,22,15,15,15,15,BUS
300473.0,300472.0,0.3780051779705206,65,22,15,15,15,15,BUS
101073.0,300474.0,0.37648858693794085,65,22,15,15,15,15,BUS
300474.0,101073.0,0.37648858693794074,65,22,15,15,15,15,BUS
300474.0,300475.0,0.08941701902358988,65,22,15,15,15,15,BUS
300475.0,300474.0,0.08941701902358987,65,22,15,15,15,15,BUS
300475.0,300476.0,0.2496046264527683,65,22,15,15,15,15,BUS
300476.0,300475.0,0.24960462645276815,65,22,15,15,15,15,BUS
300476.0,106960.0,0.15552948907806205,65,22,15,15,15,15,BUS
106960.0,300476.0,0.15552948907806202,65,22,15,15,15,15,BUS
300477.0,107298.0,0.04786070400780056,65,22,15,15,15,15,BUS
107298.0,300477.0,0.04786070400780056,65,22,15,15,15,15,BUS
300430.0,300435.0,0.12290119397709019,65,22,15,15,15,15,BUS
300435.0,300430.0,0.12290119397709022,65,22,15,15,15,15,BUS
105329.0,300478.0,0.30110246747166536,65,22,15,15,15,15,BUS
300478.0,105329.0,0.3011024674716653,65,22,15,15,15,15,BUS
300478.0,102642.0,0.33619440557385205,65,22,15,15,15,15,BUS
102642.0,300478.0,0.336194405573852,65,22,15,15,15,15,BUS
105017.0,300479.0,0.31395118071615563,65,22,15,15,15,15,BUS
300479.0,105017.0,0.31395118071615574,65,22,15,15,15,15,BUS
300479.0,102501.0,0.08390717913833677,65,22,15,15,15,15,BUS
102501.0,300479.0,0.08390717913833677,65,22,15,15,15,15,BUS
102079.0,300480.0,0.13801368852451718,65,22,15,15,15,15,BUS
300480.0,102079.0,0.13801368852451718,65,22,15,15,15,15,BUS
300481.0,102079.0,0.3593348954512223,65,22,15,15,15,15,BUS
102079.0,300481.0,0.3593348954512226,65,22,15,15,15,15,BUS
300482.0,102469.0,0.0788716197799143,65,22,15,15,15,15,BUS
102469.0,300482.0,0.0788716197799143,65,22,15,15,15,15,BUS
300444.0,300448.0,0.17917727071044176,65,22,15,15,15,15,BUS
300448.0,300444.0,0.1791772707104418,65,22,15,15,15,15,BUS
102345.0,300483.0,0.11381720507425276,65,22,15,15,15,15,BUS
300483.0,102345.0,0.11381720507425275,65,22,15,15,15,15,BUS
103687.0,300484.0,0.09823344564617174,65,22,15,15,15,15,BUS
300484.0,103687.0,0.09823344564617174,65,22,15,15,15,15,BUS
100326.0,300485.0,0.09682551238673849,65,22,15,15,15,15,BUS
300485.0,100326.0,0.09682551238673849,65,22,15,15,15,15,BUS
300486.0,103873.0,0.6697813492730983,65,22,15,15,15,15,BUS
103873.0,300486.0,0.6697813492730981,65,22,15,15,15,15,BUS
102085.0,300487.0,0.21204533398658504,65,22,15,15,15,15,BUS
300487.0,102085.0,0.21204533398658504,65,22,15,15,15,15,BUS
300487.0,300359.0,0.4608570329570163,65,22,15,15,15,15,BUS
300359.0,300487.0,0.4608570329570159,65,22,15,15,15,15,BUS
300344.0,300488.0,0.13525516126893644,65,22,15,15,15,15,BUS
300488.0,300344.0,0.13525516126893644,65,22,15,15,15,15,BUS
300172.0,300489.0,0.5530592599265697,65,22,15,15,15,15,BUS
300489.0,300172.0,0.5530592599265697,65,22,15,15,15,15,BUS
300489.0,300490.0,0.1996995129486334,65,22,15,15,15,15,BUS
300490.0,300489.0,0.1996995129486334,65,22,15,15,15,15,BUS
300490.0,300491.0,0.137975859387497,65,22,15,15,15,15,BUS
300491.0,300490.0,0.13797585938749699,65,22,15,15,15,15,BUS
300491.0,300492.0,0.24737359881708051,65,22,15,15,15,15,BUS
300492.0,300491.0,0.24737359881708068,65,22,15,15,15,15,BUS
300492.0,300493.0,0.11333524798590809,65,22,15,15,15,15,BUS
300493.0,300492.0,0.11333524798590813,65,22,15,15,15,15,BUS
105282.0,300494.0,0.07808652396144546,65,22,15,15,15,15,BUS
300494.0,105282.0,0.07808652396144546,65,22,15,15,15,15,BUS
300494.0,300495.0,0.5961315580533885,65,22,15,15,15,15,BUS
300495.0,300494.0,0.596131558053388,65,22,15,15,15,15,BUS
300495.0,300496.0,0.7162529011592658,65,22,15,15,15,15,BUS
300496.0,300495.0,0.7162529011592658,65,22,15,15,15,15,BUS
300172.0,300497.0,0.27368337416342814,65,22,15,15,15,15,BUS
300497.0,300172.0,0.2736833741634279,65,22,15,15,15,15,BUS
300497.0,300498.0,0.31042819153445844,65,22,15,15,15,15,BUS
300498.0,300497.0,0.3104281915344584,65,22,15,15,15,15,BUS
300498.0,300499.0,0.775865825579365,65,22,15,15,15,15,BUS
300499.0,300498.0,0.7758658255793636,65,22,15,15,15,15,BUS
300499.0,300500.0,0.3031567987233575,65,22,15,15,15,15,BUS
300500.0,300499.0,0.3031567987233573,65,22,15,15,15,15,BUS
100379.0,300501.0,0.29346046446351265,65,22,15,15,15,15,BUS
300501.0,100379.0,0.2934604644635124,65,22,15,15,15,15,BUS
300501.0,300502.0,0.4934805094000666,65,22,15,15,15,15,BUS
300502.0,300501.0,0.4934805094000662,65,22,15,15,15,15,BUS
107280.0,300503.0,0.08736877990642689,65,22,15,15,15,15,BUS
300503.0,107280.0,0.08736877990642689,65,22,15,15,15,15,BUS
300503.0,300504.0,0.18896706539842684,65,22,15,15,15,15,BUS
300504.0,300503.0,0.18896706539842686,65,22,15,15,15,15,BUS
300416.0,300505.0,0.6007449367089973,65,22,15,15,15,15,BUS
300505.0,300416.0,0.6007449367089971,65,22,15,15,15,15,BUS
300505.0,300506.0,0.231074253196036,65,22,15,15,15,15,BUS
300506.0,300505.0,0.23107425319603594,65,22,15,15,15,15,BUS
300413.0,300507.0,0.3099699959655745,65,22,15,15,15,15,BUS
300507.0,300413.0,0.30996999596557456,65,22,15,15,15,15,BUS
107323.0,300508.0,0.1345962343064082,65,22,15,15,15,15,BUS
300508.0,107323.0,0.13459623430640824,65,22,15,15,15,15,BUS
300508.0,300509.0,0.5557306802808173,65,22,15,15,15,15,BUS
300509.0,300508.0,0.555730680280817,65,22,15,15,15,15,BUS
300509.0,300510.0,0.2662251878434368,65,22,15,15,15,15,BUS
300510.0,300509.0,0.26622518784343685,65,22,15,15,15,15,BUS
300510.0,300511.0,0.08803087176817805,65,22,15,15,15,15,BUS
300511.0,300510.0,0.08803087176817803,65,22,15,15,15,15,BUS
300511.0,300512.0,0.9128036464282304,65,22,15,15,15,15,BUS
300512.0,300511.0,0.9128036464282304,65,22,15,15,15,15,BUS
300512.0,300513.0,0.29759087199791445,65,22,15,15,15,15,BUS
300513.0,300512.0,0.2975908719979144,65,22,15,15,15,15,BUS
300513.0,300514.0,0.0565730928208888,65,22,15,15,15,15,BUS
300514.0,300513.0,0.0565730928208888,65,22,15,15,15,15,BUS
300514.0,300515.0,0.6673887967802337,65,22,15,15,15,15,BUS
300515.0,300514.0,0.6673887967802336,65,22,15,15,15,15,BUS
300515.0,300516.0,0.20456698192215833,65,22,15,15,15,15,BUS
300516.0,300515.0,0.20456698192215841,65,22,15,15,15,15,BUS
